Address,Building,Organization
（鸿达路,,群围村九组益鑫卫浴
丽晶国际,,（杭州新峰羽毛有限公司
西河公寓,,七果仓水果店
杰牌工业园区,,萧山农村商业银行办公室
市心路和,,群益村故乡苑
萧山萧山,,萧山国际机场厦门航空基地二号住寝楼
河庄府东路,,临江家苑临江幼儿园
鼎点美发,,红山农场三号桥杭州振兴工业泵制造有限公司技术处
村振华,,屋世纪联华超市
，（原,,坎山梅仙村富圣纺织有限公司
红山农场垦辉九路,,婉饰琳家纺三楼右转成斌
庄新村中,,与萧棉路交叉口天润商业中心天润中心售楼处
郭家埭组,,临江交警中队
党山新区,,杭州阿特拉斯贸易有限公司
谊工业园区,,慧杰电子产业园内
桃源工业园区,,（蓝键服装辅料）
假日酒店,,滨江东部中通
坎山新凉亭六路,,（农业银行楼上）
铭铭文化路,,，博雷控制系统
江东锦绣,,座大通冰室
义桥,,宁野农业装备有限公司
道东庄村,,万向钱潮股份有限公司等速驱动轴厂
三头村墙头,,肖东陶瓷市场向西
东安二路,,米左转）金欧雅陶瓷店
高橋小區,,中泰实业有限公司
新凉亭社区,,航民印染
长乐二路,,，国泰科技大厦，尤看运动医学诊所
王家闸村下章,,华英新塘羽绒有限公司
下章村,,保登电子科技公司
萧山党山,,豪城大酒店
（原新北村,,新加坡檀香
瓜港3路,,霞江中心公园
茗香庭,,杭州萧山国际机场有限公司工会
新发王新郭路,,华成有机硅
新塘弄,,新梅村一组十八号
新升公寓,,星河景庭物业
，友谊路,,万科大家世纪之光售楼处企划办公室
新桥村,,杭州天得电机有限公司
常山五号桥,,杭州尧荣绣艺品有限公司
长沙四桥,,杭州萧邦物流有限公司
南丰新村西区,,杭州汇维仕永盛化纤有限公司
顾家湾,,凤坞村文昌阁旁
苑纬六路,,奥索医药旁（杭州振赋林精密机械有限公司
沿江,,口大成名座一栋
，红泰五路,,杭州斯诺曼车圈有限公司
安山陈,,姚江汽修城，冬和汽修
深圳市,,杭州中英科技有限公司
观澜街道,,银河实验小学东边工地
建色四路,,峡山头新益佳超市
佐山街道,,绿都百瑞一幢
萧山瓜沥东灵路,,杭州萧然医药有限公司质量管理部
，联华新村,,绿城丁香公馆（第一世界大酒店
北干开发区,,萧山雅马哈乐器有限公司购买科
（友谊路,,杭州上风机械工具有限公司
九龙店,,众安村国金纺织厂宿舍门卫
菜场南门,,杭州鑫盛花色丝有限公司
大同二村,,杭州萧山临浦汇宇清和园三期，
…建设,,恒驹汽修
北干南路,,旅馆萧山店
桥南女装园虹迪路,,天翼手机店
塘郎孙村,,萧山国际机场机场宾馆旁锅炉房
（新,,汇林科技园三号楼四楼
万达北京,,北干明怡幼儿园
乌沙,,爱迪尔包装集团有限公司门卫处
永久村,,张家坂客又多超市
萧山心意,,姚江汽修城李特汽修
天海阳光,,新农都物流基地传达室
浦阳工业区,,杭州欣良仓储服务有限公司（一定要发货清单，清单或外箱上注明
新城大道,,，收件人一定要写清楚，谁拍的单发给谁）
南庄路,,天华建设旁百世快递
梅林大桥东,,蓝爵国际科技创新园
户纬十三路,,蕭山區南門居委會蔣家埭
赭东新区,,数联公司
童墅路,,江东幼儿园
大塘坞,,远程塑胶有限公司
朝红村,,新江（小满）村杭州鸿图公司
建安路,,农二厂双兔新材料有限公司
鲁家坞,,杭州翔盛纺织营销中心一号门卫
琴山下张家,,浙江旅游职业学校南校区
坎山张神殿村,,河上初级中学
戴村经济开发区,,钱塘艺术学校南环校区
谢家宏,,浙江电大萧山学院
远鞋业,,知章村百步寺寺下黄小店
姚家畈村东俞,,申通园区一号楼六楼不要水洗不要影响
盛中村七组,,，潇湘馆
，江东一路,,守敏蒸菜馆
三号闸前进,,帝景园东大门门卫处
孙家村,,一号范生时装
南庄王皇婆路,,，浙江省检验检疫科学技术研究院膳食部
青春小区,,杭州大力神医疗器械有限公司
南市南路,,浙江建设技术职业学院
三五组,,住建局
机场货运大楼,,衾淼服饰
商贸市场,,经济发展局
东纵大道,,挖塞潮袜收
浦南南秀苑,,大王椰控股集团有限公司
长靑路,,交叉口青秀城
江东五路北,,板有限公司
二棉路厂西,,泰和花园玫瑰苑
昇光村郭村,,杭二棉内杭州萧山城市建设投资集团有限公司
临浦工业园,,建一五金有限公司
红山农场萧山,,富丽花园
（新南村,,牌轩村之江燃气具有限公司
爱莱克公寓,,大渔铁板烧
航明村,,卓涛纺织有限公司
前方村,,联微塑胶有限公司
三江工业区,,广元公寓商铺
通汇中路,,新湾小学新校区
道三丰村海丰,,鸿波手机
三泉王,,三元纺织
下潘山,,国泰花园
亭子头,,（世纪华联超市往西第五家）
金棕苑,,舒奇蒙光伏
高教圆区,,杭州普威实业有限公司
高薪九路,,都市春天名苑
组群益村,,月凤服饰
祥河桥村板桥,,浙江德意厨具有限公司
金临湖,,联新网络
岸会所,,民围村凡客卫浴
新城区,,第三小学对面有个摇摇车的小超市
海唐路,,星原早期教育中心
新围直街,,钱江世纪城万和国际中心
义隆桥头,,九龙发艺
飞洪路,,佳境天城成和苑
韩家埭西,,道前进指挥部
沙里吴,,一汽大众百年四
岩下村,,萧山公共卫生中心体检中心
变电所,,林宏服饰
建设4路新农,,人武部向西到底舜江建设
镇浦路,,伊缘美女子减肥院
宏业路,,雪铁龙
新港路,,戴家桥旅馆
二路,,北路绿城西子郁金香岸揽江苑
北路与,,物业服务中心
长山二号桥,,新生印染外贸仓库
党山金迪,,靖江小石桥六区十幢
长池头,,（靖江初中对面
修博园,,，乔登针织有限公司
世新北路,,百福通讯维修处
场西区,,（航乌公园
全民村六组,,众诚一家退货仓）拒收到付件
鱼巷路,,博文手机
北街,,浙江凯普顿厨房设备有限公司云石沈村
与青西三路,,萧山高教园区旅游职业学院
义蓬第四小学,,次销售叠放整齐吊牌齐全拒收任何到付件一定不要发
（蓬园村,,恒逸化纤公司
爱华文,,亚太集团
美林苑,,万向初中南门
豪景城瓜南路,,热带雨林足浴店
建新弄,,美之园西区美林苑
竺萝路,,万通服饰
平安银行,,德圣博奥城二幢二单元十一楼
章潘桥村,,力冠贸易
顺坝十组,,之江纺织大楼盛武肥牛
枫树村,,首艺造型
戴兴路,,（杭州三星羽绒制品有限公司
（东区）,,杭州萧山欣欣金属材料有限公司（所前镇张亮桥所前饭店旁
黄圃镇,,三号闸福特蓝领公寓
下湘湖,,四翔村联托运中心（东阳义乌专线
杭州省,,沙里吴村凤里王宇皓便利店
和鸿兴路,,工程服务科
桥南高新七路,,杭州颖西汽车内饰件有限公司
中北干街道,,浙江职业旅游学院北校区自取
房通房产,,（威尔雅卫浴内）农夫摄影设计工作室
组下蒋,,金主食品
戈雅小区,,杭州邮件处理中心局
夏风园,,浙江大铭汽车零部件有限公司
、市心北路,,闻堰钢管有限公司
红星路,,杭州伟赫机电设备有限公司
大江东青,,奇观大酒店
组窑楼,,管村门牌号
市场西路,,交叉处大成名座
携远金融,,人民法院
半爿街,,阳光家园亮尔丽旁边
盛凌路西侧,,口红绿灯旁联想专卖店
健康路,,华策奔驰
道杭州,,松冈机电
北塘河东路,,塘郎孙村新宜佳超市
北干市心中路,,杭齿集团市场部四楼工程产品销售公司
长山直街道,,大王椰板材
兴华路,,老百姓水果店
锦锈路,,萧山机场店
（社区）,,胤隆汇酒店前台
歪桥东,,党湾天天旺
纬九,,萧然小额贷款股份有限公司
富强一路,,笑笑幼儿园
新华菜,,有货期务必旺旺或电话联系本人
黄山樟树,,原野汽配五金市場
高桥新农村,,杭州东岱饰品有限公司装配课粘珠组
来娘线,,宝盛投资股份有限公司
萧山四职,,新世纪市场园区建材灯具市场
神湾镇,,鸿兴城梅氏手机
道东晨路,,义逢购物中心东侧春益
建工发展,,三江花园
商恒街,,萧山南部卧城核心区块绿都四季华庭
龙虎新农村,,萧山泰和苿莉苑
赵家墩王秀里,,休博园四区湖畔宽邸中央郡
明堂村,,室请帮忙放自提柜谢谢
萧越染织,,第四人民医院门诊西药房
五联工业园,,典杰木业有限公司
二幢萧山经济技术开发区,,东南钢结构东区工艺科
桥南经济开发去,,金丝源时装有限公司
井龄路,,建材厂宿舍
第四小学,,旺角城新天地金座商业广场
（瓜港西路,,青云仓储
联发村魏塔,,体育学院
育才东宛,,曹家桥杨二房食惠来旁边
浙江省军区,,杭州公安局萧山分局浦阳派出所
王家桥村,,芳奈儿美容养生
，工业园区,,卡夫美容美发
双井头,,杭州雪峰链条有限公司
曹家埭,,苏黎世小镇提香
宁泰小区,,杭州义盛机动车驾驶员培训有限公司
云石沈村村,,浙江同济科技职业学院耕文路
皇冠王车业,,永烁照明
潍坊路,,旁边小菜一碟
大桥青年路,,杭州小姐妹
军蒲大道,,杭州金龙箱包有限公司
农夫与海,,杭飞商务酒店后面爱的公寓
东二路,,瓜沥临港开发区忆佳电脑
（高桥小区,,杭州长荣玻璃有限公司（红十五线六桥下））
春溢五路,,奥得舒医疗器械有限公司
建设东路,,全季酒店前台
东湘加油站,,（杭州鑫福纺织有限公司
之园西区,,伊尔美伞厂
田心村,,快客电梯有限公司
，靖江路,,东方医院
党山八里桥,,杭州依维柯
新仓村,,高新十三路亿美电子
哈尔滨市,,第一人民医院神经内科
沿大马路,,杭州东岱饰品有限公司
南仓,,三碧酒店
道省大,,开氏集团公寓楼
蕭山區,,普特教育有限公司
雷山2,,三水公寓云溪苑
后埠头村,,汇德隆家电博世冰箱
茂辉工业区,,组昌隆彩印包装有限公司西边洗车店
白濠第三工业区,,兴乐休闲麻将机厂
荣联社区,,杭州爱辉制衣有限公司
统一省,,（同诚汽修）
道东庄,,富丽达物流
浦南南江村,,，永久停车场旁朋友圈夜宵店
江东6路,,明怡花园友易超市菜鸟驿站
市心桥绣衣坊,,进门第一户
沙塘工业区,,杭州萧山国际机场有限公司
建设大厦,,（九鼎石材市场旁）东湖丝织美佳一楼办公室
，道源路,,车路湾村蒙蒙网吧
街镇,,山南富村佑承化纤有限公司
锐鹰电商园,,部队兴场路杭州友耐工具有限公司
兴龙东路,,学生营养午餐）
城南街道,,北侧达利中国印染
蚌埠市,,杭州华糖酒业有限公司
赵坞片,,社区附近林平鸟服装厂
）信源村,,东复工业园雷拓实业有限公司老厂门卫
路萧山经济开发区,,浙江农资集团萧山仓库
杭州蕭山义,,塘下屠村年糕加工厂对面小路进来自建房第一排第三间
蓬山前村,,）杭州运城制版有限公司
云石尖,,江南制罐
井领路,,江南毛衫厂内
钱氏客房,,一楼萧山
地铁大楼,,国际业务部
义一倪家畈,,，黄焖鸡店
祥河桥沙河上,,金马国际酒店餐饮部
组窖娄,,浙江金凯汽车销售服务有限公司
塘朗孙村,,杭州统一南
靖江商贸街,,所前第二小学
丰二卫生,,厦航基地浙江长城项目部
北往东,,期流金岁月
蔚多利亚旅行社，市心北路,,章潘桥村杭州正强万向节有限公司
惠民街,,路德行有限公司
天伦科技园,,与市心路交叉口东方世纪中心
龙海市,,期对面塘湾老年过度房医务室
红山农场杭州,,元沙菜市场思琪理发店
东风小区,,（唐风足浴）三楼
河南郑州市,,党山大池溇工业园振亚集团
新村委,,顺太卫浴洁具厂
（东）,,浙江东南新材料（杭州）有限公司（红十五线城东尽头恒逸石化对面
萧山沿片,,雷迪森大酒店新世界财富中心
新围桥北,,绿城西子郁金香岸揽江苑
江东河庄街道,,（坎山幼儿园
下街社区,,七号二楼啸马搏击俱乐部
金鸡山,,文华服饰有限公司
华东副食品市,,梅多克酒庄
花园东区,,华润雪花啤酒浙江有限公司
（学知路,,萧山移动公司
航站楼,,安诚保险
，育才北路,,吟龙村大树下
韩家大西,,电话没人接听时请放在大树下旁超市
金一社区,,如松村建青家私
好又多,,临江高新技术产业园区管委会
。坎山镇,,萧东陶瓷巿场美陶瓷砖店
。商贸路,,巴特网咖
蛟坪大道,,美丝邦化纤
南阳街,,杭州萧山新世纪纺织有限公司
，阳城路,,杭州星丰实业
张家坂村,,方千楼杭州达美染整有限公司
三号闸,,众力村供销超市
圆六路,,梦恬纺织
金水区,,八柯线孙家弄村聚磁器械
金花路,,银隆百货二楼
湖园一路,,道大江东产业江东三路海德世拉索集团有限公司
东和路,,（杭州煜坤建设有限公司
富湾南路,,不接受到付质量问题不接受顺丰，衣服影响二次销售直接拒签
临东村,,杭州玛思特工具有限公司
桥南沈,,塘头桥北四季超市
河北王,,道二号闸杭州嘉濠印花染整有限公司
康乐中路,,杭州大不二家食品有限公司
欢潭工业区,,米水管站旁
琴山下芳,,朝阳桥东
道新湾,,新街供电营业所
珊美友谊路,,万科世纪之光售楼部新联康办公室
顾家梅,,青云仓储物流中心京东二楼配送办公室
，民丰工业区,,顺发佳境天城人合苑
长福航路,,风采依依美容养生会所
村委旁,,坂里董万叠服装厂
国星路,,聚贤秀美业
祝家桥社区,,金域三江小区物业中心
汪家汇,,）杭州浙中链条有限公司
社区工业园,,众安房产大楼
戴村工业区,,本人不在请放在一楼房东处
曹公堂,,杭州大路装备有限公司
